118.00 , 9.85 , -0.08  , 0.00 , 0 , 1618180562683
123.00 , 18.83 , -0.07  , 0.00 , 0 , 1618180562917
134.00 , 25.73 , -0.05  , 0.00 , 0 , 1618180563151
154.00 , 31.64 , -0.01  , 0.00 , 0 , 1618180563385
157.00 , 36.86 , -0.01  , 0.00 , 0 , 1618180563619
159.00 , 39.51 , -0.00  , 0.00 , 0 , 1618180563853
159.00 , 41.88 , -0.00  , 0.00 , 0 , 1618180564087
161.00 , 43.74 , 0.00  , 0.00 , 0 , 1618180564321
168.00 , 46.06 , 0.02  , 0.00 , 0 , 1618180564555
171.00 , 47.36 , 0.02  , 0.00 , 0 , 1618180564680
166.00 , 48.72 , 0.01  , 0.00 , 0 , 1618180564915
148.00 , 49.20 , -0.02  , 0.00 , 0 , 1618180565040
145.00 , 49.61 , -0.03  , 0.00 , 0 , 1618180565164
136.00 , 49.46 , -0.05  , 0.00 , 0 , 1618180565398
132.00 , 49.14 , -0.06  , 0.00 , 0 , 1618180565632
151.00 , 49.28 , -0.02  , 0.00 , 0 , 1618180565866
171.00 , 49.55 , 0.02  , 0.00 , 0 , 1618180565991
176.00 , 49.82 , 0.03  , 0.00 , 0 , 1618180566116
179.00 , 50.00 , 0.04  , 0.00 , 0 , 1618180566241
178.00 , 50.44 , 0.04  , 0.00 , 0 , 1618180566366
174.00 , 50.86 , 0.03  , 0.00 , 0 , 1618180566490
170.00 , 51.38 , 0.02  , 0.00 , 0 , 1618180566615
165.00 , 51.71 , 0.01  , 0.00 , 0 , 1618180566849
154.00 , 52.01 , -0.01  , 0.00 , 0 , 1618180567083
156.00 , 52.28 , -0.01  , 0.00 , 0 , 1618180567317
160.00 , 51.87 , 0.00  , 0.00 , 0 , 1618180567442
162.00 , 51.79 , 0.00  , 0.00 , 0 , 1618180567676
162.00 , 51.91 , 0.00  , 0.00 , 0 , 1618180567910
161.00 , 52.01 , 0.00  , 0.00 , 0 , 1618180568144
156.00 , 52.96 , -0.01  , 0.00 , 0 , 1618180568378
153.00 , 53.15 , -0.01  , 0.00 , 0 , 1618180568612
153.00 , 53.41 , -0.01  , 0.00 , 0 , 1618180568846
151.00 , 53.66 , -0.02  , 0.00 , 0 , 1618180569080
148.00 , 54.47 , -0.02  , 0.00 , 0 , 1618180569205
149.00 , 56.19 , -0.02  , 0.00 , 0 , 1618180569330
151.00 , 59.59 , -0.02  , 0.00 , 0 , 1618180569564
158.00 , 62.21 , -0.00  , 1.00 , 0 , 1618180569891
165.00 , 65.68 , 0.01  , 1.00 , 0 , 1618180570219
170.00 , 69.98 , 0.02  , 1.00 , 0 , 1618180570344
168.00 , 73.75 , 0.02  , 1.00 , 0 , 1618180570671
160.00 , 75.85 , 0.00  , 1.00 , 0 , 1618180570892
159.00 , 75.98 , -0.00  , 1.00 , 0 , 1618180571219
154.00 , 75.96 , -0.01  , 1.00 , 0 , 1618180571547
152.00 , 75.88 , -0.02  , 1.00 , 0 , 1618180571875
158.00 , 75.12 , -0.00  , 1.00 , 0 , 1618180572202
177.00 , 75.06 , 0.03  , 1.00 , 0 , 1618180572327
177.00 , 75.16 , 0.03  , 1.00 , 0 , 1618180572452
178.00 , 74.35 , 0.04  , 1.00 , 0 , 1618180572577
177.00 , 73.75 , 0.03  , 1.00 , 0 , 1618180572701
166.00 , 74.13 , 0.01  , 1.00 , 0 , 1618180573029
159.00 , 74.59 , -0.00  , 1.00 , 0 , 1618180573357
158.00 , 73.87 , -0.00  , 1.00 , 0 , 1618180573684
158.00 , 76.01 , -0.00  , 1.00 , 0 , 1618180574012
166.00 , 74.04 , 0.01  , 1.00 , 0 , 1618180574339
184.00 , 72.90 , 0.05  , 0.00 , 0 , 1618180574573
176.00 , 71.77 , 0.03  , 0.00 , 0 , 1618180574698
170.00 , 71.27 , 0.02  , 0.00 , 0 , 1618180574823
166.00 , 70.73 , 0.01  , 1.00 , 0 , 1618180575151
162.00 , 70.11 , 0.00  , 1.00 , 0 , 1618180575478
160.00 , 69.75 , 0.00  , 1.00 , 0 , 1618180575697
156.00 , 70.75 , -0.01  , 1.00 , 0 , 1618180576012
157.00 , 74.97 , -0.01  , 1.00 , 0 , 1618180576314
168.00 , 74.79 , 0.02  , 1.00 , 0 , 1618180576623
172.00 , 72.55 , 0.02  , 1.00 , 0 , 1618180576748
166.00 , 70.99 , 0.01  , 1.00 , 0 , 1618180577075
153.00 , 71.63 , -0.01  , 1.00 , 0 , 1618180577403
153.00 , 70.56 , -0.01  , 1.00 , 0 , 1618180577731
164.00 , 68.33 , 0.01  , 1.00 , 0 , 1618180578058
178.00 , 65.85 , 0.04  , 1.00 , 0 , 1618180578183
184.00 , 63.76 , 0.05  , 0.00 , 0 , 1618180578417
177.00 , 63.24 , 0.03  , 0.00 , 0 , 1618180578542
176.00 , 61.37 , 0.03  , 0.00 , 0 , 1618180578667
193.00 , 61.18 , 0.07  , 0.00 , 0 , 1618180578882
193.00 , 59.62 , 0.07  , 0.00 , 0 , 1618180579087
172.00 , 57.72 , 0.02  , 0.00 , 0 , 1618180579189
158.00 , 56.55 , -0.00  , 0.00 , 0 , 1618180579394
144.00 , 54.95 , -0.03  , 0.00 , 0 , 1618180579496
146.00 , 54.25 , -0.03  , 0.00 , 0 , 1618180579599
141.00 , 52.71 , -0.04  , 0.00 , 0 , 1618180579701
143.00 , 51.39 , -0.03  , 0.00 , 0 , 1618180579803
146.00 , 50.02 , -0.03  , 0.00 , 0 , 1618180579905
146.00 , 48.93 , -0.03  , 0.00 , 0 , 1618180580007
154.00 , 47.88 , -0.01  , 0.00 , 0 , 1618180580209
167.00 , 47.44 , 0.01  , 0.00 , 0 , 1618180580411
