159.00 , 62.12 , -0.00  , 0.00 , 247.7,1603826644835
162.00 , 59.94 , 0.00  , 0.00 , 247.3,1603826644940
160.00 , 59.01 , 0.00  , 0.00 , 247.3,1603826645045
160.00 , 59.01 , 0.00  , 0.00 , 247.3,1603826645150
160.00 , 59.01 , 0.00  , 0.00 , 247.3,1603826645255
160.00 , 59.01 , 0.00  , 0.00 , 247.3,1603826645360
163.00 , 57.19 , 0.01  , 0.00 , 247.9,1603826645465
162.00 , 57.01 , 0.00  , 0.00 , 248.4,1603826645570
159.00 , 58.18 , -0.00  , 0.00 , 251.1,1603826645672
158.00 , 58.09 , -0.00  , 0.00 , 252.1,1603826645775
157.00 , 53.32 , -0.01  , 0.00 , 253.3,1603826645877
154.00 , 61.35 , -0.01  , 0.00 , 255.1,1603826645979
156.00 , 58.01 , -0.01  , 0.00 , 256.5,1603826646081
158.00 , 60.52 , -0.00  , 0.00 , 257.4,1603826646183
162.00 , 63.92 , 0.00  , 0.00 , 256.9,1603826646286
166.00 , 60.94 , 0.01  , 0.00 , 256.1,1603826646390
168.00 , 59.98 , 0.02  , 0.00 , 257.8,1603826646492
168.00 , 63.19 , 0.02  , 0.00 , 258.0,1603826646594
164.00 , 62.44 , 0.01  , 0.00 , 258.8,1603826646700
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826646802
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826646904
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647006
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647108
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647213
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647318
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647423
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647528
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647633
160.00 , 59.96 , 0.00  , 0.00 , 258.8,1603826647738
160.00 , 59.96 , 0.00  , 0.00 , 258.9,1603826647843
160.00 , 59.96 , 0.00  , 0.00 , 259.6,1603826647953
160.00 , 59.96 , 0.00  , 0.00 , 259.6,1603826648060
156.00 , 58.90 , -0.01  , 0.00 , 258.7,1603826648162
153.00 , 61.81 , -0.01  , 0.00 , 257.8,1603826648264
148.00 , 60.26 , -0.02  , 0.00 , 258.8,1603826648366
146.00 , 60.17 , -0.03  , 0.00 , 258.8,1603826648468
148.00 , 61.34 , -0.02  , 0.00 , 257.9,1603826648470
151.00 , 61.93 , -0.02  , 0.00 , 256.8,1603826648472
154.00 , 59.22 , -0.01  , 0.00 , 255.5,1603826648474
161.00 , 60.77 , 0.00  , 0.00 , 257.4,1603826648476
168.00 , 60.95 , 0.02  , 0.00 , 257.8,1603826648478
172.00 , 59.57 , 0.02  , 0.00 , 260.9,1603826648480
176.00 , 61.42 , 0.03  , 0.00 , 261.5,1603826648482
175.00 , 56.27 , 0.03  , 0.00 , 262.3,1603826648484
170.00 , 61.45 , 0.02  , 0.00 , 263.7,1603826648486
164.00 , 53.32 , 0.01  , 0.00 , 265.9,1603826648488
156.00 , 55.67 , -0.01  , 0.00 , 266.8,1603826648490
152.00 , 61.71 , -0.02  , 0.00 , 265.3,1603826648492
146.00 , 62.59 , -0.03  , 0.00 , 235.2,1603826648494
143.00 , 63.22 , -0.03  , 0.00 , 238.2,1603826648496
144.00 , 62.66 , -0.03  , 0.00 , 234.3,1603826648498
146.00 , 62.16 , -0.03  , 0.00 , 270.2,1603826648500
150.00 , 61.74 , -0.02  , 0.00 , 269.7,1603826648502
157.00 , 60.76 , -0.01  , 0.00 , 269.9,1603826648504
164.00 , 59.80 , 0.01  , 0.00 , 269.2,1603826648506
173.00 , 54.75 , 0.03  , 0.00 , 268.7,1603826648508
179.00 , 56.31 , 0.04  , 0.00 , 268.7,1603826648510
180.00 , 61.71 , 0.04  , 0.00 , 268.7,1603826648512
176.00 , 62.94 , 0.03  , 0.00 , 267.9,1603826648514
175.00 , 57.33 , 0.03  , 0.00 , 266.9,1603826648516
166.00 , 62.91 , 0.01  , 0.00 , 268.2,1603826648518
159.00 , 63.43 , -0.00  , 0.00 , 273.3,1603826648520
155.00 , 63.09 , -0.01  , 0.00 , 237.7,1603826648522
150.00 , 62.15 , -0.02  , 0.00 , 273.7,1603826648524
151.00 , 61.75 , -0.02  , 0.00 , 269.6,1603826648526
154.00 , 61.26 , -0.01  , 0.00 , 268.4,1603826648528
154.00 , 59.80 , -0.01  , 0.00 , 268.7,1603826648530
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648532
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648534
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648536
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648538
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648540
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648542
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648544
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648546
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648548
160.00 , 61.92 , 0.00  , 0.00 , 268.7,1603826648550
160.00 , 61.92 , 0.00  , 0.00 , 268.6,1603826648653
160.00 , 61.92 , 0.00  , 0.00 , 268.6,1603826648755
160.00 , 61.92 , 0.00  , 0.00 , 268.6,1603826648861
160.00 , 61.92 , 0.00  , 0.00 , 268.5,1603826648963
167.00 , 61.60 , 0.01  , 0.00 , 267.6,1603826649071
167.00 , 61.60 , 0.01  , 0.00 , 275.7,1603826649173
175.00 , 59.22 , 0.03  , 0.00 , 274.5,1603826649275
173.00 , 59.80 , 0.03  , 0.00 , 238.0,1603826649377
170.00 , 61.16 , 0.02  , 0.00 , 280.0,1603826649481
166.00 , 61.99 , 0.01  , 0.00 , 280.3,1603826649585
162.00 , 64.07 , 0.00  , 0.00 , 241.3,1603826649690
153.00 , 61.77 , -0.01  , 0.00 , 283.8,1603826649795
136.00 , 55.26 , -0.05  , 0.00 , 276.6,1603826649900
121.00 , 58.26 , -0.08  , 0.00 , 273.2,1603826650005
102.00 , 67.40 , -0.12  , 0.00 , 271.2,1603826650110
87.00 , 72.26 , -0.15  , 0.00 , 270.2,1603826650215
86.00 , 71.06 , -0.15  , 0.00 , 270.8,1603826650220
98.00 , 79.01 , -0.12  , 0.00 , 272.6,1603826650225
114.00 , 84.99 , -0.09  , 0.00 , 275.1,1603826650230
132.00 , 84.70 , -0.06  , 0.00 , 276.0,1603826650235
149.00 , 79.49 , -0.02  , 0.00 , 277.0,1603826650240
163.00 , 76.75 , 0.01  , 0.00 , 278.5,1603826650245
173.00 , 75.39 , 0.03  , 0.00 , 280.1,1603826650250
177.00 , 66.01 , 0.03  , 0.00 , 281.7,1603826650255
177.00 , 73.54 , 0.03  , 0.00 , 283.8,1603826650260
176.00 , 71.92 , 0.03  , 0.00 , 285.2,1603826650265
172.00 , 63.29 , 0.02  , 0.00 , 286.6,1603826650270
168.00 , 72.87 , 0.02  , 0.00 , 286.8,1603826650375
168.00 , 67.06 , 0.02  , 0.00 , 288.2,1603826650480
164.00 , 67.41 , 0.01  , 0.00 , 287.4,1603826650585
162.00 , 60.80 , 0.00  , 0.00 , 287.0,1603826650687
160.00 , 65.11 , 0.00  , 0.00 , 287.0,1603826650789
160.00 , 65.11 , 0.00  , 0.00 , 286.8,1603826650892
160.00 , 65.11 , 0.00  , 0.00 , 286.7,1603826650995
160.00 , 65.11 , 0.00  , 0.00 , 286.5,1603826651097
156.00 , 67.32 , -0.01  , 0.00 , 286.9,1603826651200
153.00 , 62.05 , -0.01  , 0.00 , 286.4,1603826651302
151.00 , 60.60 , -0.02  , 0.00 , 285.2,1603826651404
149.00 , 64.65 , -0.02  , 0.00 , 285.7,1603826651506
150.00 , 63.34 , -0.02  , 0.00 , 285.5,1603826651608
154.00 , 72.77 , -0.01  , 0.00 , 286.6,1603826651610
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651612
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651614
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651616
160.00 , 64.14 , 0.00  , 0.00 , 286.9,1603826651618
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651620
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651622
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651624
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651626
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651628
160.00 , 64.14 , 0.00  , 0.00 , 286.8,1603826651630
160.00 , 64.14 , 0.00  , 0.00 , 286.4,1603826651632
160.00 , 64.14 , 0.00  , 0.00 , 285.9,1603826651634
160.00 , 64.14 , 0.00  , 0.00 , 285.6,1603826651636
160.00 , 64.14 , 0.00  , 0.00 , 285.6,1603826651638
161.00 , 63.71 , 0.00  , 0.00 , 286.7,1603826651640
161.00 , 63.71 , 0.00  , 0.00 , 288.0,1603826651642
162.00 , 69.51 , 0.00  , 0.00 , 288.1,1603826651644
165.00 , 57.03 , 0.01  , 0.00 , 287.7,1603826651646
165.00 , 57.80 , 0.01  , 0.00 , 289.2,1603826651648
167.00 , 59.01 , 0.01  , 0.00 , 289.6,1603826651650
