80,76,1602807783203
80,75,1602807783225
79,76,1602807783247
79,77,1602807783269
79,78,1602807783291
79,78,1602807783313
79,78,1602807783348
79,78,1602807783482
79,78,1602807783560
79,78,1602807783668
79,78,1602807783757
79,78,1602807783847
80,79,1602807783958
79,78,1602807784062
79,78,1602807784164
80,79,1602807784261
80,79,1602807784354
79,79,1602807784471
80,79,1602807784560
80,79,1602807784665
80,79,1602807784774
80,79,1602807784862
79,79,1602807784967
80,79,1602807785089
80,79,1602807785180
79,80,1602807785268
80,79,1602807785420
80,79,1602807785488
80,79,1602807785581
80,79,1602807785728
80,79,1602807785793
80,79,1602807785890
80,79,1602807785980
79,79,1602807786074
80,79,1602807786182
80,79,1602807786303
80,79,1602807786385
80,79,1602807786512
80,79,1602807786591
80,79,1602807786689
80,79,1602807786778
80,79,1602807786879
80,79,1602807787010
80,79,1602807787091
80,79,1602807787182
80,80,1602807787297
71,33,1602807787419
80,80,1602807787489
80,80,1602807787596
79,80,1602807787705
80,80,1602807787816
80,79,1602807787900
80,80,1602807788007
81,79,1602807788112
80,79,1602807788218
82,79,1602807788307
82,79,1602807788434
81,79,1602807788503
82,79,1602807788615
82,79,1602807788721
80,80,1602807788806
81,79,1602807788905
81,79,1602807789043
79,80,1602807789115
79,80,1602807789203
80,80,1602807789331
80,80,1602807789424
79,80,1602807789517
80,80,1602807789622
79,80,1602807789722
80,80,1602807789860
79,80,1602807789915
80,80,1602807790026
79,80,1602807790142
80,79,1602807790234
80,80,1602807790322
81,81,1602807790424
80,79,1602807790542
81,79,1602807790641
80,82,1602807790749
80,83,1602807790859
80,83,1602807790929
80,80,1602807791039
80,81,1602807791134
79,83,1602807791237
80,82,1602807791344
79,82,1602807791446
79,82,1602807791544
80,83,1602807791653
80,83,1602807791739
80,83,1602807791845
80,83,1602807791935
80,82,1602807792043
80,83,1602807792157
80,82,1602807792249
80,83,1602807792363
80,84,1602807792451
80,82,1602807792566
80,83,1602807792698
80,83,1602807792756
80,82,1602807792876
80,82,1602807792964
80,83,1602807793064
79,84,1602807793163
80,82,1602807793267
80,83,1602807793415
79,82,1602807793465
80,83,1602807793584
80,82,1602807793677
80,82,1602807793800
80,82,1602807793905
80,82,1602807793965
80,83,1602807794088
80,82,1602807794184
80,83,1602807794306
80,82,1602807794367
80,83,1602807794471
79,82,1602807794576
80,82,1602807794679
80,83,1602807794774
79,80,1602807794897
79,82,1602807794995
80,83,1602807795080
80,80,1602807795183
80,80,1602807795276
86,28,1602807795386
80,82,1602807795499
80,80,1602807795588
79,80,1602807795709
80,81,1602807795778
80,80,1602807795887
79,80,1602807796007
79,80,1602807796111
80,80,1602807796207
86,25,1602807796282
79,80,1602807796396
79,80,1602807796496
79,80,1602807796604
79,80,1602807796702
79,80,1602807796815
79,80,1602807796918
79,80,1602807797003
79,80,1602807797117
79,80,1602807797207
79,80,1602807797323
79,80,1602807797403
79,80,1602807797521
79,80,1602807797670
79,80,1602807797712
80,80,1602807797961
80,80,1602807798067
79,80,1602807798104
114,2,1602807798167
80,83,1602807798222
80,82,1602807798319
80,82,1602807798437
80,82,1602807798544
80,82,1602807798613
80,82,1602807798726
80,83,1602807798813
80,82,1602807798922
80,82,1602807799066
80,83,1602807799117
80,82,1602807799239
80,83,1602807799343
80,83,1602807799443
80,82,1602807799519
80,80,1602807799628
80,83,1602807799727
80,83,1602807799905
80,83,1602807799953
80,83,1602807800040
80,83,1602807800120
80,82,1602807800229
80,83,1602807800385
80,83,1602807800448
80,82,1602807800557
80,83,1602807800635
80,82,1602807800744
80,82,1602807800822
80,82,1602807800954
80,83,1602807801035
79,82,1602807801169
80,83,1602807801254
80,82,1602807801341
80,83,1602807801439
80,83,1602807801566
80,83,1602807801681
80,83,1602807801755
80,83,1602807801881
80,83,1602807801967
80,83,1602807802062
79,84,1602807802192
79,84,1602807802301
79,83,1602807802377
79,84,1602807802502
79,84,1602807802576
79,84,1602807802682
79,83,1602807802763
79,83,1602807802855
79,82,1602807802999
80,83,1602807803221
80,83,1602807803317
80,83,1602807803579
80,83,1602807803834
80,82,1602807803870
79,83,1602807803907
79,83,1602807803943
79,83,1602807803980
79,83,1602807804016
79,84,1602807804051
79,84,1602807804107
79,84,1602807804218
79,84,1602807804334
79,84,1602807804430
80,84,1602807804541
79,83,1602807804642
79,84,1602807804720
79,82,1602807804794
80,83,1602807804881
79,82,1602807804994
79,84,1602807805099
80,83,1602807805175
80,82,1602807805284
80,83,1602807805452
79,84,1602807805499
80,82,1602807805615
79,84,1602807805696
80,85,1602807805801
80,85,1602807805904
80,85,1602807805983
79,85,1602807806114
80,85,1602807806185
80,84,1602807806319
79,85,1602807806405
79,85,1602807806497
79,85,1602807806603
79,85,1602807806712
79,85,1602807806802
79,85,1602807806947
79,85,1602807807025
79,85,1602807807133
79,85,1602807807207
79,85,1602807807319
80,86,1602807807406
80,86,1602807807532
80,88,1602807807597
79,90,1602807807716
79,90,1602807807818
79,90,1602807807907
79,90,1602807808002
79,91,1602807808121
79,92,1602807808229
79,95,1602807808324
79,96,1602807808405
80,96,1602807808529
79,96,1602807808632
80,96,1602807808759
80,97,1602807808828
80,99,1602807808912
80,100,1602807809045
80,101,1602807809153
79,101,1602807809230
78,102,1602807809344
78,102,1602807809427
77,102,1602807809531
76,102,1602807809632
76,105,1602807809746
76,105,1602807809854
75,107,1602807809948
72,108,1602807810053
71,108,1602807810133
71,108,1602807810247
71,108,1602807810347
68,109,1602807810456
68,111,1602807810532
67,112,1602807810654
66,114,1602807810749
66,114,1602807810864
66,115,1602807810944
66,115,1602807811068
66,115,1602807811152
67,115,1602807811248
67,115,1602807811354
67,115,1602807811453
68,115,1602807811560
68,119,1602807811862
68,117,1602807811954
68,117,1602807812061
69,119,1602807812196
69,119,1602807812273
69,120,1602807812370
71,120,1602807812469
71,120,1602807812598
71,121,1602807812658
71,121,1602807812801
70,121,1602807812882
71,121,1602807812958
69,120,1602807813055
69,121,1602807813183
68,120,1602807813274
67,120,1602807813385
67,121,1602807813479
67,120,1602807813612
67,120,1602807813725
68,120,1602807813765
71,122,1602807814080
71,126,1602807814171
70,126,1602807814292
71,127,1602807814390
71,127,1602807814488
71,127,1602807814584
71,127,1602807814681
71,127,1602807814771
71,128,1602807814883
71,129,1602807814988
72,134,1602807815188
71,134,1602807815294
72,134,1602807815400
71,140,1602807816005
71,141,1602807816106
71,146,1602807816347
71,147,1602807816422
70,148,1602807816509
70,148,1602807816612
71,148,1602807816723
71,148,1602807816806
71,149,1602807816900
72,148,1602807817039
73,148,1602807817222
85,17,1602807817514
83,17,1602807817639
86,17,1602807817721
75,145,1602807817814
75,144,1602807817937
85,17,1602807818162
71,141,1602807818325
71,141,1602807818458
71,140,1602807818534
71,140,1602807818635
71,139,1602807818733
72,140,1602807818825
75,139,1602807819118
75,140,1602807819232
75,140,1602807819352
75,140,1602807819437
75,140,1602807819531
75,140,1602807819675
75,141,1602807819733
86,17,1602807819850
86,17,1602807819946
84,17,1602807820148
85,17,1602807820226
85,17,1602807820335
74,140,1602807820429
74,140,1602807820522
75,140,1602807820663
74,141,1602807820772
74,140,1602807820881
86,17,1602807820949
71,146,1602807821455
71,146,1602807821571
71,148,1602807821657
71,148,1602807821772
71,149,1602807821890
70,150,1602807821950
74,152,1602807822264
74,153,1602807822455
75,153,1602807822582
75,153,1602807822666
75,153,1602807822774
75,152,1602807822888
83,17,1602807823073
73,149,1602807823368
81,17,1602807823492
81,17,1602807823584
75,141,1602807823670
74,141,1602807823839
75,140,1602807823989
75,140,1602807824089
78,134,1602807824708
78,135,1602807824805
77,135,1602807824908
77,135,1602807824996
77,134,1602807825091
78,134,1602807825187
79,131,1602807825289
79,131,1602807825401
80,132,1602807825532
79,128,1602807825598
79,128,1602807825693
80,128,1602807825797
80,128,1602807825918
80,127,1602807826009
80,127,1602807826100
80,127,1602807826228
79,127,1602807826326
80,126,1602807826406
80,125,1602807826528
80,126,1602807826621
80,123,1602807826713
80,122,1602807826824
80,121,1602807826919
80,119,1602807827014
80,118,1602807827118
80,117,1602807827214
80,115,1602807827314
80,113,1602807827422
80,113,1602807827535
80,109,1602807827607
81,108,1602807827723
83,107,1602807827832
83,103,1602807827920
83,102,1602807828018
84,102,1602807828150
85,101,1602807828236
85,101,1602807828330
78,16,1602807828418
74,0,1602807828725
85,100,1602807828923
84,100,1602807829028
84,100,1602807829154
84,100,1602807829248
84,99,1602807829338
84,99,1602807829481
84,99,1602807829578
84,99,1602807829646
84,99,1602807829763
84,98,1602807829846
84,97,1602807829932
83,96,1602807830042
83,96,1602807830143
83,95,1602807830246
82,95,1602807830338
82,95,1602807830442
82,95,1602807830547
83,95,1602807830677
83,95,1602807830763
83,95,1602807830861
63,16,1602807830945
62,16,1602807831060
62,16,1602807831161
83,95,1602807831290
83,95,1602807831368
83,95,1602807831477
83,95,1602807831574
82,95,1602807831644
82,95,1602807831766
82,95,1602807831871
82,95,1602807831967
83,95,1602807832055
83,95,1602807832168
83,95,1602807832266
83,95,1602807832403
84,95,1602807832469
83,95,1602807832569
83,95,1602807832695
82,95,1602807832776
82,95,1602807832902
83,95,1602807833014
83,95,1602807833069
82,95,1602807833197
83,95,1602807833296
83,95,1602807833395
83,95,1602807833494
83,95,1602807833641
84,92,1602807833680
74,24,1602807833788
73,23,1602807833876
84,93,1602807833994
84,91,1602807834089
84,91,1602807834198
84,91,1602807834300
83,90,1602807834396
83,90,1602807834487
83,90,1602807834603
84,89,1602807834717
84,86,1602807834796
84,86,1602807834894
85,85,1602807834986
89,85,1602807835123
87,83,1602807835201
87,80,1602807835304
87,80,1602807835421
88,79,1602807835508
87,75,1602807835625
88,74,1602807835750
88,71,1602807835832
89,69,1602807835938
90,69,1602807835997
91,65,1602807836124
90,64,1602807836220
59,25,1602807836297
89,60,1602807836427
89,60,1602807836515
89,57,1602807836611
89,56,1602807836762
90,56,1602807836833
90,56,1602807836922
90,56,1602807837013
90,56,1602807837116
89,56,1602807837224
90,56,1602807837337
90,56,1602807837417
73,35,1602807837663
88,55,1602807837709
89,55,1602807837753
88,56,1602807837886
87,55,1602807838150
87,55,1602807838199
87,55,1602807838400
84,55,1602807838555
84,55,1602807838671
83,55,1602807838768
65,14,1602807838834
82,52,1602807838879
81,52,1602807838940
80,52,1602807839035
79,51,1602807839148
79,51,1602807839252
79,51,1602807839368
78,50,1602807839441
77,48,1602807839636
77,47,1602807839741
78,47,1602807839836
78,47,1602807839941
79,49,1602807840030
79,49,1602807840123
80,50,1602807840248
80,51,1602807840310
81,51,1602807840451
81,51,1602807840529
83,51,1602807840669
82,51,1602807840747
