74,46,1618176953228,0,0,0
74,46,1618176953322,0,0,0
73,47,1618176953618,0,0,0
75,47,1618176953681,0,0,0
74,47,1618176953728,0,0,0
74,47,1618176953759,0,0,0
74,46,1618176953837,0,0,0
75,47,1618176953930,0,0,0
75,46,1618176954040,0,0,0
74,47,1618176954149,0,0,0
75,46,1618176954258,0,0,0
75,47,1618176954336,0,0,0
76,47,1618176954445,0,0,0
75,47,1618176954539,0,0,0
75,47,1618176954632,0,0,0
75,46,1618176954742,0,0,0
76,47,1618176954835,0,0,0
76,47,1618176954976,0,0,0
75,47,1618176955022,0,0,0
75,47,1618176955132,0,0,0
75,47,1618176955272,0,0,0
75,47,1618176955334,0,0,0
76,47,1618176955490,0,0,0
75,46,1618176955568,0,0,0
76,46,1618176955646,0,0,0
75,47,1618176955756,0,0,0
75,47,1618176955849,0,0,0
75,47,1618176956426,0,0,0
75,48,1618176956458,0,0,0
76,48,1618176956504,0,0,0
76,48,1618176956536,0,0,0
76,48,1618176956567,0,0,0
75,48,1618176956614,0,0,0
76,48,1618176956645,0,0,0
76,47,1618176956832,0,0,0
75,47,1618176956863,0,0,0
76,46,1618176956894,0,0,0
76,46,1618176956972,0,0,0
77,46,1618176957050,0,0,0
77,46,1618176957160,0,0,0
77,47,1618176957253,0,0,0
77,47,1618176957378,0,0,0
77,48,1618176957472,0,0,0
77,48,1618176957565,0,0,0
77,48,1618176957659,0,0,0
77,48,1618176957846,0,0,0
77,47,1618176957893,0,0,0
77,47,1618176957971,0,0,0
77,46,1618176958064,0,0,0
77,46,1618176958189,0,0,0
77,46,1618176958330,0,0,0
77,46,1618176958376,0,0,0
78,46,1618176958470,0,0,0
78,46,1618176958579,0,0,0
78,46,1618176958673,0,0,0
78,46,1618176958798,0,0,0
78,46,1618176958891,0,0,0
78,46,1618176958985,0,0,0
77,47,1618176959110,0,0,0
77,46,1618176959203,0,0,0
77,46,1618176959328,0,0,0
77,47,1618176959390,0,0,0
77,47,1618176959484,0,0,0
77,46,1618176959593,0,0,0
77,47,1618176959702,0,0,0
77,46,1618176959780,0,0,0
78,46,1618176959890,0,0,0
78,46,1618176959983,0,0,0
78,46,1618176960108,0,0,0
78,46,1618176960186,0,0,0
77,47,1618176960295,0,0,0
77,47,1618176960420,0,0,0
77,46,1618176960498,0,0,0
78,46,1618176960607,0,0,0
78,47,1618176960701,0,0,0
77,46,1618176960810,0,0,0
77,46,1618176960919,0,0,0
77,46,1618176961013,0,0,0
77,47,1618176961106,0,0,0
78,46,1618176961231,0,0,0
78,46,1618176961325,0,0,0
78,46,1618176961418,0,0,0
77,47,1618176961512,0,0,0
78,46,1618176961621,0,0,0
78,46,1618176961730,0,0,0
